,open,high,low,volume,close_t-1,volume_t-1,close_t-2,volume_t-2,close_t-3,volume_t-3
PC1,0.3338144032530909,0.3332530389420192,0.33441921644296413,-0.2861711279564915,0.33443075839042274,-0.2887912178772274,0.33367773207859697,-0.28935395589886603,0.332312366352165,-0.2881629404067346
PC2,0.23447761529510414,0.23876404351137442,0.2230762982257044,0.40283665963190357,0.2341294380498606,0.42712381602008037,0.23858377023405547,0.4203323586786084,0.24160899296533106,0.3830715463877557
PC3,0.010002790487601918,-0.0036237927361954716,0.04005703731644717,-0.6085950862064906,0.0037058892332493625,-0.34208833528669635,-0.008124595035315808,0.35254421735543845,-0.017828762286861755,0.6214376922598518
